"id_objetosPossiveis","uri_objetosPossiveis","siglaTipo_objetosPossiveis","codTipo_objetosPossiveis","numero_objetosPossiveis","ano_objetosPossiveis","ementa_objetosPossiveis","id_proposicoesAfetadas","uri_proposicoesAfetadas","siglaTipo_proposicoesAfetadas","codTipo_proposicoesAfetadas","numero_proposicoesAfetadas","ano_proposicoesAfetadas","ementa_proposicoesAfetadas","id_votacao"
2421083,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421083","RPD",332,12,0,"Requerimento de Votação Nominal-Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421062,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421062","DTQ",1011,11,0,"Destaque de Emenda",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421064,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421064","RPD",332,11,0,"Requerimento de Votação Nominal-Destaque de Emenda",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421063,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421063","RPD",332,10,0,"Requerimento de Votação Nominal-Destaque de Emenda",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421059,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421059","RPDR",889,9,0,"Requerimento Procedimental Genérico - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421060,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421060","DTQ",1011,10,0,"Destaque de Emenda",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421057,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421057","DTQ",1011,9,0,"Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421052,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421052","DTQ",1011,8,0,"Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421050,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421050","RPDR",889,8,0,"Requerimento Procedimental Genérico - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421044,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421044","DTQ",1011,7,0,"Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421042,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421042","RPD",332,5,0,"Requerimento de Votação Nominal-Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421047,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421047","RPD",332,6,0,"Requerimento de Votação Nominal-Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421049,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421049","RPD",332,7,0,"Requerimento de Votação Nominal-Destaque para Votação em Separado - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421036,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421036","EMP",870,23,0,"Emenda biometano.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421037,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421037","EMP",870,24,0,"Emenda captura de carbono.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421038,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421038","EMP",870,25,0,"Emenda LCAF",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421040,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421040","EMP",870,26,0,"Emenda transporte rodoviário.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421022,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421022","DTQ",1011,6,0,"Destaque de Emenda - PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2421003,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2421003","EMP",870,22,0,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420999,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420999","EMP",870,21,0,"Altere-se o art. 33 do substitutivo de Plenário apresentado ao PL 528/2020",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
2420995,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2420995","EMP",870,20,0,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.",2238434,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2238434","PL",139,528,2020,"Altera as Leis nº 13.033, de 24 de setembro de 2014, e nº 9.478, de 6 de agosto de 1997.  NOVA EMENTA: Dispõe sobre a promoção da mobilidade sustentável de baixo carbono e a captura e a estocagem geológica de dióxido de carbono; institui o Programa Nacional de Combustível Sustentável de Aviação (ProBioQAV), o Programa Nacional de Diesel Verde (PNDV) e o Programa Nacional de Descarbonização do Produtor e Importador de Gás Natural e de Incentivo ao Biometano; e altera as Leis nºs 9.478, de 6 de agosto de 1997, 9.847, de 26 de outubro de 1999, 8.723, de 28 de outubro de 1993, e 13.033, de 24 de setembro de 2014.","2238434-94"
